id,sttl,ct_state_ttl,state,dload,ct_dst_sport_ltm,dmean,rate,swin,dwin,ct_src_dport_ltm,ct_dst_src_ltm,stcpb,dtcpb,ct_src_ltm,ct_dst_ltm,ct_srv_src,ct_srv_dst,is_sm_ips_ports,sload
-0.06977518,0.71658593,0.82381797,0.8124611,-0.2815061,-0.3394405,-0.5170008,-0.0073424974,-0.99999946,-1.0,-0.36725658,-0.24582662,-0.75955456,-0.7735497,-0.45164722,-0.45058563,-0.44312483,-0.37446013,-0.1441617,-0.058397777
0.29761675,0.7700602,0.76891243,0.8523018,-0.2661434,-0.44688314,-0.54647213,0.02196846,-0.99991244,-0.9999943,-0.46920353,-0.47217008,-0.7736377,-0.7877022,-0.617058,-0.5390217,-0.6092403,-0.56399494,-0.13778412,0.13304561
-0.09987277,0.69138795,-0.3573879,-0.44114062,-0.2843448,-0.5324748,-0.2696627,-0.6129413,0.99995047,0.99999386,-0.41739553,-0.5848272,-0.11544018,-0.38069433,-0.57519203,-0.47356924,-0.49827456,-0.6154116,-0.11777515,-0.36349174
-0.33505368,0.6804868,-0.29684332,-0.41456306,-0.27450025,-0.56135327,-0.25517684,-0.5872116,0.99999994,1.0,-0.5170844,-0.59551734,0.7972279,0.93107176,-0.6616365,-0.5273724,-0.5250487,-0.5539571,-0.106891766,-0.36133745
-0.100544795,0.73583364,0.82393336,0.82588243,-0.2793187,0.02361521,-0.58809185,0.1386988,-0.9999522,-0.99999857,-0.14026813,0.44089612,-0.79284394,-0.7976819,-0.27970514,-0.13668929,0.20198852,0.29427657,-0.13614565,0.08085878
0.9795508,0.81148756,0.8389087,0.6784248,-0.2590191,-0.47295317,-0.24269424,0.99834174,-1.0,-1.0,-0.32632846,-0.66275847,-0.5792335,-0.515608,0.140632,-0.17880161,-0.6408197,-0.49086362,-0.13376856,0.9629575
-0.44117826,0.82721984,0.79165727,0.84297776,-0.31123468,-0.62349993,-0.5072777,0.8251514,-1.0,-1.0,-0.47748068,0.17320509,-0.76060826,-0.7867169,-0.7076233,-0.5291189,-0.010339616,0.051913228,-0.13751377,0.22769263
0.9335644,0.82437146,0.81798714,0.851676,-0.29260197,-0.38766468,-0.5015008,0.49734977,-1.0,-1.0,-0.3364826,0.15976262,-0.7282571,-0.7517563,-0.41338924,-0.39494818,-0.12920967,-0.08394544,-0.13026355,-0.07459707
0.636284,0.7012481,0.5762716,0.703316,-0.2528279,-0.48820016,-0.48500437,-0.04360032,-0.9647842,-0.98464906,-0.4398677,-0.35051215,-0.6751042,-0.6595915,-0.5451423,-0.5253316,-0.3445456,-0.47497877,-0.09233089,-0.28183576
0.4591212,0.79062146,0.7971154,0.795424,-0.27086845,-0.32707232,-0.48248646,0.25756478,-1.0,-1.0,-0.322124,-0.023844074,-0.7296723,-0.7477461,-0.47384593,-0.3901585,-0.24990262,-0.18266755,-0.14494056,-0.062025253
0.9999995,0.76535654,0.84218067,0.75578684,-0.25868946,0.9999999,-0.50458604,-0.29544842,-1.0,-1.0,0.999924,1.0,-0.76961535,-0.7630298,0.99928856,0.99986315,0.99999434,0.99999845,-0.1389208,-0.684999
-0.55132914,0.7618162,0.79995346,0.79564095,-0.28202972,-0.42410302,-0.50434947,0.07716435,-1.0,-1.0,-0.4597916,-0.36676595,-0.74416256,-0.7643178,-0.6599451,-0.5619564,-0.49402028,-0.44032225,-0.13296425,0.040570676
-0.8627872,0.7487114,-0.30362925,-0.393981,-0.2429493,-0.49742272,-0.27885625,-0.56731445,0.9999998,1.0,-0.5131263,-0.6301314,-0.17497991,0.471092,-0.70432854,-0.52660716,-0.6688502,-0.68255645,-0.09895863,-0.38157094
-0.8789309,0.8024197,0.78779626,0.7404064,-0.29134044,-0.302853,-0.4764018,0.9995537,-1.0,-1.0,-0.51687264,-0.48244926,-0.72334844,-0.7412345,-0.39983317,-0.6320594,-0.6657239,-0.6105959,-0.11072214,0.9900684
-0.38913226,0.7533546,0.6463587,0.81458175,-0.28902182,-0.48117372,-0.46403944,-0.18768802,-0.9986969,-0.9997287,-0.43405437,-0.5245614,-0.6939365,-0.67095643,-0.4600156,-0.5024121,-0.5023683,-0.5845103,-0.115933076,-0.06892199
-0.34282163,0.75008434,0.8287432,0.86903536,-0.3025797,-0.75408775,-0.4870626,0.1229577,-1.0,-1.0,-0.6949877,-0.79486936,-0.7617723,-0.77177495,-0.8098456,-0.8080792,-0.8100981,-0.7711806,-0.12681967,-0.036975425
-0.36977118,0.5943042,-0.2876135,-0.39243558,-0.23945017,-0.51891637,-0.26721635,-0.55056363,0.99999994,1.0,-0.51135796,-0.6604347,0.2511465,-0.08531811,-0.60252136,-0.63765115,-0.64322406,-0.7207453,-0.09060333,-0.38174766
-0.32539174,0.8131469,0.79209274,0.8087425,-0.3106935,-0.15746002,-0.45829496,0.9738565,-1.0,-1.0,-0.27852407,-0.047780387,-0.755069,-0.78158945,-0.380642,-0.46130508,-0.20659755,-0.16514164,-0.1201813,0.83730006
0.9869498,0.6147804,0.71072894,0.7736961,-0.23332807,-0.32820445,-0.4435198,-0.24753067,-0.9998884,-0.99997514,-0.41712973,-0.38236064,-0.7301931,-0.74094355,-0.46800867,-0.510815,-0.5407913,-0.57827485,-0.09698051,-0.095792554
0.93810433,0.73101825,-0.35143447,-0.4709497,-0.23630592,-0.57457304,-0.25797763,-0.5409277,0.9999699,0.99999523,-0.48522806,-0.57019246,0.3641041,-0.5822369,-0.504404,-0.6007607,-0.5241725,-0.6491501,-0.15701483,-0.35517418
0.8590888,-0.99999756,-0.3967651,-0.39749134,-0.34987816,-0.67897326,0.65867794,-0.65673196,0.99999994,1.0,-0.4471044,-0.5294418,-0.84305674,0.764515,-0.36882728,-0.25986198,-0.6606101,-0.5822462,-0.10810561,-0.37928188
0.13337094,-0.9872059,-0.277934,-0.4847273,-0.23877096,-0.57844114,-0.109468,-0.61040884,0.99999994,1.0,-0.45746532,-0.6641203,0.09463853,-0.24275081,-0.67897874,-0.528391,-0.67086047,-0.6829193,-0.095707245,-0.37862644
0.9867007,-0.8579206,-0.09969841,0.5905312,-0.25858945,-0.5438817,-0.13502342,0.49744764,-0.3322127,0.7779133,-0.24662532,0.37996113,-0.6210952,-0.84192497,-0.66047406,-0.25254112,0.09107631,-0.06800716,-0.046067737,-0.200199
0.9652132,0.7565807,0.817283,0.8148325,-0.25687903,0.83084464,-0.4938207,0.060859,-1.0,-1.0,0.503532,-0.06651256,-0.76070505,-0.758969,0.38626257,0.38873103,-0.27876374,-0.13480067,-0.15795021,-0.036575124
-0.658291,0.79438657,0.78580725,0.7954075,-0.28706962,-0.5118755,-0.4949585,0.9176437,-1.0,-1.0,-0.5910804,-0.6819909,-0.7459179,-0.7392477,-0.66140616,-0.721186,-0.76759225,-0.7162062,-0.12990761,0.7863276
-0.065066986,0.68082404,0.82815737,0.82357275,-0.23640917,-0.25088528,-0.4807468,0.077288106,-0.99759185,-0.99974495,-0.3606033,-0.14708455,-0.74961543,-0.756789,-0.5304672,-0.34829858,-0.38139433,-0.35732308,-0.14410847,0.120649114
-0.38253874,0.7348279,0.74525374,0.80776983,-0.29506293,-0.5129358,-0.5093258,0.037682306,-1.0,-1.0,-0.5091153,-0.62622696,-0.7658731,-0.74309736,-0.7063792,-0.64871186,-0.71280915,-0.66859365,-0.14663123,0.09874478
0.47491226,0.73744535,0.74470294,0.7755207,-0.27781856,-0.48546472,-0.45538992,-0.20014572,-0.9973604,-0.99921304,-0.4929883,-0.574252,-0.67310584,-0.7344235,-0.7091487,-0.5023496,-0.66612685,-0.6419935,-0.1776401,-0.040263396
0.394579,0.79388255,0.80720764,0.80095524,-0.30316812,-0.46672228,-0.4676571,0.8588925,-1.0,-1.0,-0.51440656,-0.6632129,-0.7499164,-0.7629977,-0.5059006,-0.6300185,-0.7378581,-0.71401364,-0.12098257,0.5903798
-0.32624435,0.7948333,0.79665995,0.8155083,-0.2673141,-0.4043443,-0.50091326,0.22341962,-1.0,-1.0,-0.42875472,-0.39696681,-0.732999,-0.7657853,-0.59540653,-0.51282525,-0.5718744,-0.55049735,-0.11313927,0.098341465
0.96164286,0.80133796,0.80578125,0.7570326,-0.25779885,0.3126573,-0.50098634,0.5352395,-1.0,-1.0,-0.047750447,-0.7824856,-0.7501318,-0.71502364,-0.3017981,-0.27831662,-0.82589585,-0.8111807,-0.13927634,0.116365924
0.7561167,0.7434137,-0.2938084,-0.3775438,-0.23993482,-0.5452976,-0.3246743,-0.5686343,0.99999994,1.0,-0.5179357,-0.5581461,0.22510241,0.5592764,-0.74741423,-0.54814625,-0.5706076,-0.60151327,-0.11388804,-0.3519721
-0.6650166,0.7815264,0.7780692,0.78555226,-0.27827218,-0.46338478,-0.5079548,0.2776994,-1.0,-1.0,-0.47396666,-0.42201662,-0.7325676,-0.7576203,-0.66040546,-0.5924368,-0.57810706,-0.535303,-0.13143401,0.11375586
0.36443108,0.76236135,-0.117808565,-0.068985835,-0.28765634,-0.4731091,-0.27060723,-0.46249485,0.91468877,0.9628035,-0.39770424,-0.44180506,-0.386413,-0.49158296,-0.54502565,-0.44999474,-0.5012355,-0.5539956,-0.088014305,-0.3791983
-0.8736449,0.7798054,0.80714345,0.758931,-0.28880352,-0.32765624,-0.4826768,0.98244846,-1.0,-1.0,-0.43197998,-0.33518293,-0.74423474,-0.7530136,-0.45424724,-0.578502,-0.5239029,-0.47054157,-0.11574066,0.89464444
0.48415208,0.70469534,0.81776136,0.59246176,-0.27829853,-0.568881,-0.4100244,0.3400223,-0.9965754,-0.99413115,-0.32729328,-0.3490373,-0.5214179,-0.64939904,0.90754944,-0.24310315,-0.42347518,-0.492924,-0.1193478,0.32640076
0.98120135,0.79424095,0.77190316,0.77863324,-0.25970215,-0.41302678,-0.48785973,0.9886372,-1.0,-1.0,-0.5442275,-0.7735438,-0.7102099,-0.7426899,-0.6874872,-0.69633174,-0.8338184,-0.79430133,-0.12324759,0.87246245
0.9999776,0.82608855,0.87404084,0.5655098,-0.241586,0.99976027,-0.50217366,0.9975976,-1.0,-1.0,0.966025,0.9999995,-0.76142216,-0.7089376,0.86513996,0.93451244,0.99998003,0.99999505,-0.11503095,0.89759237
0.68468446,0.861563,-0.34457296,-0.35183567,-0.26362914,-0.55663437,-0.34777611,-0.56057256,0.99999994,1.0,-0.49826646,-0.24063958,0.93246406,0.7836879,-0.19951704,-0.53810906,-0.3575509,-0.43248856,-0.13976097,-0.3651004
-0.84151065,0.7663497,0.84815234,0.8005657,-0.3014676,-0.50236183,-0.51941574,0.01447689,-0.9999996,-1.0,-0.46377382,-0.47471726,-0.74305516,-0.77308524,-0.5394931,-0.5232427,-0.6251252,-0.5852141,-0.16433592,-0.0203038
-0.11708427,0.73312634,0.85717595,0.85304946,-0.26407772,-0.085373335,-0.5478985,-0.044479057,-0.99996233,-0.9999975,-0.16178383,0.3539343,-0.7555102,-0.77581763,-0.32328728,-0.13869649,0.081277184,0.18812521,-0.14975376,0.019893715
0.52212256,0.8176691,0.79980534,0.759609,-0.28012058,-0.27229118,-0.47507015,0.5426525,-1.0,-1.0,-0.34970704,-0.4719693,-0.73125225,-0.7558459,-0.44930342,-0.46420625,-0.55527186,-0.51808137,-0.12666649,0.15841958
0.9999952,0.79820704,0.73359066,0.7489357,-0.23904493,0.99999595,-0.56146646,-0.30534863,-0.99978083,-0.9980929,0.9990052,0.99999744,-0.79339254,-0.7397058,0.9937424,0.9981639,0.9999004,0.99996936,-0.11604636,-0.36569667
0.32924685,0.7692458,-0.34960017,-0.4118226,-0.2858042,-0.533465,-0.332117,-0.60070807,0.9999673,0.9999946,-0.46318948,-0.7188911,-0.14299668,-0.048386686,-0.5505864,-0.50518066,-0.646388,-0.71315575,-0.13719863,-0.37058142
-0.7667741,0.80900913,0.80320895,0.7925751,-0.3100997,0.0255011,-0.463462,0.9588993,-1.0,-1.0,-0.17360657,0.33744875,-0.76005334,-0.7764822,-0.32708108,-0.2465287,0.083460756,0.14374466,-0.13833669,0.7950751
0.76179576,0.66725934,0.63150537,0.7182759,-0.2588412,-0.09297341,-0.46949437,0.8764693,-0.9934765,-0.9984659,-0.059787337,0.8731485,-0.764637,-0.7693421,0.031939883,-0.047260005,0.68930376,0.6904716,-0.16546324,0.27835998
-0.8716289,0.74650043,0.84295386,0.8361766,-0.32207596,-0.367384,-0.51061875,-0.06348421,-0.9999986,-0.99999994,-0.3854593,-0.21771716,-0.78324044,-0.8132687,-0.29906932,-0.48388472,-0.33826527,-0.3305955,-0.11872692,-0.13658011
-0.88372517,0.79484636,0.7913253,0.81322724,-0.3019026,-0.33759513,-0.483193,0.24956393,-1.0,-1.0,-0.39531127,-0.07647421,-0.73385346,-0.77234524,-0.59197974,-0.45616558,-0.27774248,-0.2393446,-0.12949802,0.12464931
-0.34919816,0.63424325,0.89288366,0.83239985,-0.25349313,-0.6053212,-0.42867556,0.8593228,-0.99999946,-0.99999726,-0.45607486,-0.5790579,-0.7328467,-0.71185184,0.96622586,-0.5231862,-0.6212513,-0.7118845,-0.06466767,0.8040881
0.843083,0.73010767,0.7848872,0.82360214,-0.27953717,-0.34762624,-0.54742676,0.020640716,-0.999999,-0.99999994,-0.4342083,-0.55965185,-0.74866426,-0.8071191,-0.6449522,-0.5645404,-0.6863096,-0.6309931,-0.15485156,0.16343181
-0.6855955,0.78615326,0.82226014,0.8459714,-0.29182056,-0.28024727,-0.5316926,0.21484253,-1.0,-1.0,-0.30774033,0.06331849,-0.76983684,-0.7908697,-0.41534126,-0.389902,-0.16498144,-0.1153483,-0.16328914,0.1326296
0.69158995,0.8109655,0.762588,0.79048854,-0.26291922,-0.68942267,-0.48861894,0.7872057,-1.0,-1.0,-0.62505174,-0.53295743,-0.72717637,-0.73422164,-0.78580123,-0.7130249,-0.6813778,-0.631774,-0.12518671,0.21922767
-0.99335897,-0.99999523,-0.9007908,-0.21798751,-0.46755636,-0.76196724,-0.17735425,-0.6515902,0.9992125,0.99999964,-0.44779843,0.16024564,0.21468456,-0.44959557,0.67708015,-0.1536626,-0.082647644,-0.1037422,-0.10757532,-0.5338356
-0.72994316,0.80926174,0.7633082,0.7881223,-0.27149263,-0.34550777,-0.4815558,0.84494704,-1.0,-1.0,-0.44471014,-0.44002348,-0.74006295,-0.7463344,-0.72066116,-0.60689384,-0.55564123,-0.510845,-0.1263515,0.43096405
0.9972994,0.83012813,0.7272854,0.8085159,-0.2992199,0.9994277,-0.4966125,0.96308476,-1.0,-1.0,0.9800082,0.48812217,-0.7769121,-0.7710216,0.9552236,0.97780627,0.33636194,0.2768907,-0.10887836,0.5073131
0.68821746,0.6814544,-0.20934996,-0.32146016,-0.24369507,-0.51497763,-0.21694015,-0.55186236,0.98176664,0.99419826,-0.4624443,-0.5011457,-0.4367026,-0.35711095,-0.6106196,-0.5117437,-0.52676284,-0.60064685,-0.113835946,-0.3369545
-0.009989468,0.77453613,0.81436217,0.82876176,-0.29437253,-0.35496187,-0.5329869,0.19212659,-0.9999501,-0.99999607,-0.38074884,-0.23606274,-0.7924675,-0.76303804,-0.4409296,-0.40674117,-0.37887558,-0.397224,-0.13352273,0.11321701
-0.53085256,0.7653713,0.8293085,0.8597267,-0.26127768,-0.092471644,-0.54864705,0.17462698,-0.9999991,-1.0,-0.18045148,0.16702798,-0.73856586,-0.7639881,-0.28989333,-0.23107015,-0.10131994,-0.040109172,-0.12990166,0.11440709
-0.8568015,0.7980558,0.8279493,0.8184011,-0.31809047,-0.4873586,-0.460999,0.6295792,-1.0,-1.0,-0.48613873,-0.41573226,-0.7471212,-0.7891711,-0.67341876,-0.64997345,-0.5533333,-0.48542988,-0.1465371,0.18957682
-0.5185821,0.76623136,0.84575444,0.8321776,-0.28750187,-0.120844044,-0.5345296,0.15236469,-0.9999973,-0.99999994,-0.26845026,0.032962553,-0.7947875,-0.8046789,-0.31562823,-0.32021573,-0.26075464,-0.19029708,-0.15019087,0.16845155
0.02916704,0.6903428,-0.30335808,-0.38321185,-0.26042283,-0.52440757,-0.2040676,-0.5936742,0.99999994,1.0,-0.5098271,-0.7280121,0.90569574,-0.16658674,-0.61190486,-0.59871995,-0.6932073,-0.70876104,-0.089262046,-0.37520754
0.6357515,-0.99994093,-0.36194617,-0.26170138,-0.31905687,-0.5234624,-0.10226424,-0.5839224,0.99999994,1.0,-0.4652874,-0.25164446,0.9888981,0.9989046,0.13328336,-0.47806132,-0.47802764,-0.32971478,-0.09805315,-0.37802252
0.21817715,0.8195208,-0.374904,-0.3962269,-0.29773954,-0.61448336,-0.3504922,-0.50583553,0.99999994,1.0,-0.36566755,0.13781145,0.68694884,0.7580501,-0.7553219,-0.42307615,0.08502576,-0.12620069,-0.13861853,-0.38809198
0.9294625,0.8105549,0.77692103,0.780636,-0.26376,0.9563969,-0.5031503,0.7618972,-1.0,-1.0,0.7261361,-0.12676194,-0.7466453,-0.73167247,0.34651846,0.6476273,-0.25367436,-0.20251992,-0.14544882,0.06620673
-0.23596159,0.837711,0.77214724,0.8560491,-0.2627358,-0.78406507,-0.48022532,0.3311619,-1.0,-1.0,-0.6959286,-0.6099565,-0.7066065,-0.75840265,-0.8667627,-0.78372127,-0.718715,-0.6770069,-0.13184454,-0.0179357
