id,sttl,ct_state_ttl,state,dload,ct_dst_sport_ltm,dmean,rate,swin,dwin,ct_src_dport_ltm,ct_dst_src_ltm,stcpb,dtcpb,ct_src_ltm,ct_dst_ltm,ct_srv_src,ct_srv_dst,is_sm_ips_ports,sload,label
107969.5,254.90378,2.0447783,3.019999,-164871.48,1.7471356,-9.512745,107507.63,-10.743325,-11.872544,2.1900764,6.7611136,-3.8275084e+07,-1.4762282e+08,1.9239029,2.2097735,5.679947,6.4693756,-0.0029478108,1.0400347e+08,1
116532.2,251.87665,2.0164,3.001488,-72575.43,0.8406196,2.2144053,75382.4,-10.671334,-11.474923,0.57992566,2.8877394,-6.5512396e+07,-1.2460432e+08,2.4202018,0.8473726,2.5758197,1.8632134,-0.0029477475,8.3447e+07,1
92406.195,248.24214,2.0664032,3.0447297,67269.26,0.9248505,-16.2784,103312.07,-10.704408,-11.575181,1.413205,2.434148,1.1833855e+08,-8.530928e+07,2.1990714,1.4157114,2.192179,2.1823962,-0.0042024814,7.255081e+07,1
51124.438,77.63116,1.2116628,2.107332,-957.1133,1.1490247,136.1146,-9299.492,243.258,241.8998,2.1885872,2.722923,2.3102927e+09,2.2981604e+09,0.5701036,2.4570148,2.171934,2.429025,0.0022843352,2.4580194e+07,0
114011.734,239.53766,2.0884142,3.0349905,-210348.17,2.508051,-2.8457296,255530.08,-10.743325,-11.872544,1.2383586,0.96617347,9.550902e+06,-6.921354e+07,12.113274,2.076786,1.0291897,1.1516589,0.00056083326,1.9326982e+08,0
65213.61,248.40956,1.2884319,2.3829732,188829.48,1.3030679,18.821178,47034.824,218.86426,215.43398,2.3002038,5.3139386,6.106119e+08,3.1598653e+08,3.7076764,1.7449956,6.666498,7.2042303,0.0005736734,1.3257637e+07,0
138252.31,259.0567,2.063523,3.0472667,15444.199,8.877358,-10.159382,220860.42,-10.743325,-11.871278,9.590524,8.807095,-1.13179144e+08,-1.39748e+08,10.833404,9.833099,5.825382,6.134248,-0.002646893,1.3528186e+08,1
53513.023,256.93256,2.0769088,3.0205865,-32701.113,1.1655061,-17.557941,134251.97,-10.743325,-11.872521,0.7961856,0.7128461,-1.9857738e+07,-4.1115036e+07,1.2580417,0.73284584,0.84901875,0.7791685,-0.005287934,8.312865e+07,1
66514.69,258.03998,2.0446641,3.023186,-38314.05,2.2289612,-6.030353,177417.78,-10.743325,-11.872544,2.0139716,5.528001,-5.6766156e+07,-1.3296157e+08,2.0646677,2.5189252,3.8181264,3.7255628,-0.006284794,1.1586059e+08,1
132491.39,272.87924,1.1410663,2.0327435,67842.57,0.7592972,39.988964,-6068.6724,243.258,241.8998,2.3106418,2.1741946,2.3244772e+09,6.1720186e+08,2.532413,1.6585088,2.9141333,2.6439412,0.003526088,1.692685e+07,0
124330.14,247.97966,1.7347571,2.7266445,60265.637,1.641283,11.63805,74117.73,2.5334463,12.8248205,2.1808116,7.1700068,2.6745605e+08,-8.100637e+06,2.9586406,2.4535906,6.787031,7.173382,-0.0055207964,6.5258716e+07,0
82950.89,256.14548,2.0445492,3.0644164,-36546.863,1.720257,-6.3029666,125192.49,-10.653344,-11.406617,1.6359428,4.623705,-4.432398e+07,-1.0771626e+08,2.2839432,1.5984378,3.3551567,3.77189,-0.0025064626,7.855711e+07,1
57424.156,242.2417,2.0609004,3.0257623,-33047.176,0.7704769,-5.943485,83950.82,-10.743325,-11.872544,0.65900195,2.0919263,-5.4254156e+07,-1.0219434e+08,2.0953221,0.93493325,1.7078396,1.6079339,-0.0058122817,6.749088e+07,1
72753.25,268.28085,1.0531055,2.03847,73741.38,0.9134794,52.344463,-2615.641,243.258,241.89978,2.3055022,4.999651,9.8412166e+08,2.2951698e+09,2.909223,2.363961,6.624597,6.1265492,-0.0010069514,1.0676893e+07,0
121548.18,76.614815,1.043381,2.1238225,86680.32,0.48964885,161.72226,-19331.625,243.258,241.8998,1.5314602,4.33544,1.2154764e+09,2.3228004e+09,0.6316771,3.050396,2.610831,2.2468426,0.0022853643,3.2931258e+07,0
73807.51,264.38766,1.0679864,2.0954938,20713.324,0.9384702,48.336185,-736.48474,243.258,241.8998,1.5258049,2.3907425,2.292307e+09,5.3719616e+08,1.3770226,1.8180408,2.9952815,3.028918,0.0008874369,1.2114269e+07,0
137471.23,247.68515,2.0708146,3.0256586,-167870.73,9.527833,8.807766,221995.61,-10.743325,-11.872544,11.264068,13.276499,1.151615e+07,-1.3029123e+08,14.334339,12.271015,11.489308,10.650728,0.003555123,1.07135976e+08,1
37054.414,76.60728,0.3503245,2.221516,1.9773865e+06,-0.13332482,29.015339,26824.227,243.258,241.8998,1.0735742,2.5210254,2.201092e+09,2.3204196e+09,-0.12219962,9.694055,10.033798,7.1063867,0.006959618,-1.1141751e+07,1
78473.82,251.7563,1.0599805,1.978144,64168.26,1.237566,56.8894,3353.773,243.24678,241.83662,1.9380056,4.3355894,1.3722337e+09,5.580894e+08,2.0345583,1.7895379,5.2808833,5.4065943,0.0007154924,-169326.81,0
70653.836,248.83678,1.3318049,2.1841936,236511.77,1.0275841,36.5499,248959.69,241.63748,240.30385,2.1607604,4.603177,1.2611354e+09,1.6789885e+08,2.861051,2.051766,6.11286,5.4145527,0.011227653,2.1421598e+08,0
51736.04,264.00308,1.0295748,2.0517108,34926.574,0.9671615,45.8138,-2714.8599,243.258,241.89975,1.4535795,2.4945934,2.1277953e+09,6.726462e+08,1.84801,1.4192262,3.6688135,3.056731,0.0028119332,7.124029e+06,0
66976.78,109.04158,2.0071566,2.8741982,-147638.67,3.005362,75.38661,174475.4,-3.780099,62.411007,2.9054942,6.568088,4.4332404e+07,2.0815268e+07,2.5789528,3.9699352,8.096043,8.555354,0.0115461,1.30433064e+08,0
125194.58,253.04936,1.9605802,3.0738418,-40639.49,1.8883777,-11.059681,254761.23,-10.743325,-11.872544,0.9584185,2.0675914,-3.520202e+06,-8.541712e+07,1.6051606,1.7270589,2.1783097,2.3597538,-0.00044967965,2.0026046e+08,1
84041.945,195.70006,1.4855441,2.373287,-86748.74,2.213383,68.876945,48981.188,235.40884,234.82544,2.0133636,7.870908,1.2271232e+09,5.1390285e+08,2.1426105,3.8703365,8.064825,9.339998,0.0056305397,1.8580706e+07,0
111512.47,255.60388,2.0678327,3.050934,-20736.238,1.0149426,-14.583408,129208.72,-10.736039,-11.8433695,0.8589369,0.7921198,-8.0449736e+07,-1.1690115e+08,1.8578638,0.931891,1.090038,1.0184454,-0.0037185827,6.919347e+07,1
44172.055,264.2267,1.0461941,2.074895,93525.63,0.81668335,53.509396,-6007.9224,243.258,241.8998,1.9262701,3.0504038,2.2214902e+09,1.6072361e+09,1.761515,2.088027,4.7941017,4.768019,0.0036463991,1.0346945e+07,0
104550.555,247.6924,2.0111117,3.0625517,-29933.113,1.0120511,-0.3319813,119256.21,-10.743325,-11.872544,0.41419852,-0.08117646,-1.635073e+07,-3.036086e+07,1.7440771,0.61091524,0.8200509,0.4035076,0.0035169602,3.480105e+07,1
100843.87,76.77487,1.3219681,2.2008622,-171484.73,2.2696493,121.736374,-5947.9536,243.258,241.8998,3.1699107,5.0222883,2.3240852e+09,2.3227697e+09,1.8062238,6.8478794,2.9233754,3.1822646,0.0050047897,2.2082074e+07,0
97912.125,258.2978,1.0369319,2.1068287,18423.137,0.77107483,68.98096,8249.336,243.258,241.8998,1.7475597,3.0325525,6.5397875e+08,2.3154202e+09,2.1605468,2.2659917,4.7512684,4.4432044,0.0042867856,3.3426812e+06,1
137700.66,255.72389,2.058337,3.0965614,-56490.55,2.778781,-8.664692,113031.54,-10.743325,-11.872514,1.4211723,14.951959,-6.0708748e+07,-1.0657898e+08,2.6803727,1.5344605,13.285576,13.478678,-0.0035981347,5.711432e+07,1
49915.242,260.9976,1.0332869,2.052192,12944.637,0.85788375,63.91973,-3248.8208,243.258,241.89978,1.77939,1.5984963,1.4756497e+09,1.3402433e+09,1.470013,1.3357072,2.9366667,2.8517601,-0.0011795162,7.776581e+06,0
58357.957,252.9107,2.047295,3.0298557,-45632.55,2.3440633,-9.035206,148492.61,-10.743325,-11.872544,1.6941158,4.967548,-8.017729e+07,-1.068337e+08,2.2592115,2.5450866,3.4007647,3.8973467,0.0003843132,8.1112856e+07,1
137935.94,249.99265,2.0274472,2.959986,-11326.238,9.989749,64.519035,260804.31,-10.743325,-11.872544,13.425177,19.683754,-4.3024908e+07,-9.267101e+07,15.265374,14.235185,20.008791,19.854553,0.011845784,2.5963498e+08,0
107201.84,257.66534,2.161071,3.1015437,-144866.73,5.0680084,-23.663197,165876.27,-10.742997,-11.847291,4.6663113,12.194622,-9.729994e+06,-1.3145974e+08,5.411793,5.1426477,9.988599,10.460256,0.0047606574,1.03229176e+08,0
137100.88,260.24603,2.012487,3.055146,-185561.8,1.8590279,-17.719013,125340.41,-10.721093,-11.62172,1.5206376,6.1068153,-1.02396424e+08,-9.610422e+07,3.6336975,2.3557494,4.4060297,4.7926397,0.0012120391,8.463273e+07,1
127489.33,194.61067,1.1458269,2.133392,82076.32,0.62517244,188.1179,2589.0386,243.258,241.8998,3.1232066,1.4870633,2.2040538e+09,2.2494124e+09,5.0841312,0.51119286,5.328792,2.0558493,0.0041670846,5.223745e+06,0
107753.42,246.61153,1.5484742,2.5931978,-67496.805,1.343611,36.036045,68887.37,123.002815,126.54557,1.0809027,2.164779,1.7756728e+08,2.1090045e+08,2.699883,1.5714664,2.5289876,2.2731926,0.0007733555,4.7865652e+07,0
130611.23,257.73105,2.0842273,3.005134,80990.38,-0.044356067,-21.104374,187417.56,-10.743325,-11.872544,-0.44589078,-0.56114167,-2.4095818e+07,-1.1412534e+08,0.5161943,-0.4054961,-0.006045663,-0.12050594,0.0026777855,9.034496e+07,1
58635.254,254.13426,2.1005375,2.9730046,-1366.9258,1.9328995,-8.444965,131060.086,-10.743325,-11.872544,1.6529452,5.8860116,-1.4164234e+07,-9.037123e+07,2.5809126,2.035972,3.7617652,4.1986804,0.00016277391,8.309066e+07,1
38184.24,93.62153,1.485783,2.955638,-276854.7,3.6015675,109.042656,258312.1,-10.500558,54.007267,2.1666074,6.228977,2.3822454e+07,6.304943e+08,4.2051845,5.646553,7.5026846,8.94412,0.017235171,2.2795107e+08,1
60720.18,241.02843,1.1433742,2.0911555,144225.64,1.4288805,32.460163,6716.851,241.43527,239.52406,1.9694046,2.4497392,5.0132755e+08,7.274557e+08,2.0730052,1.2726393,2.6656225,2.294315,-0.0023250298,2.938843e+07,0
51556.105,248.82863,1.1088338,2.2005017,17947.137,1.0751259,40.075893,951.1168,243.02344,241.07979,1.2312151,2.760616,2.778562e+08,1.359018e+09,1.9103192,1.0645576,3.9124773,3.5858328,-0.00820332,2.685163e+07,0
46127.582,76.6079,0.45765138,1.9739417,637749.25,0.88444716,158.36772,-5245.594,243.258,241.8998,3.3758852,2.1313317,1.4203998e+08,2.0704343e+09,4.4034038,3.684844,4.320996,4.3204637,-0.0021192653,-5.340807e+06,0
66389.72,262.28955,1.0082003,2.073866,39396.51,0.6508935,57.99399,-9618.844,243.258,241.899,1.9237059,3.2859113,1.45376e+09,1.4619003e+09,2.4792008,1.5997386,4.407621,3.4828365,-2.4517854e-05,4.213905e+06,0
111945.836,263.8426,1.0568566,2.040814,47353.95,0.9116424,56.83946,-2394.8755,243.258,241.8998,1.8749057,2.970391,8.9325606e+08,2.3131983e+09,2.0868812,1.6291032,5.0847373,3.8877976,0.0017392338,3.7080012e+06,1
126114.45,257.8355,2.0706577,3.051916,-49504.74,2.4306276,-11.93198,150411.19,-10.743295,-11.872285,1.4914826,4.309979,-9.273492e+07,-4.8238812e+07,2.066297,1.9744687,3.9548123,4.0875916,-0.0034636778,9.598589e+07,1
49058.816,260.83148,1.0898837,2.0909715,25645.574,0.9846166,56.498753,14699.773,243.258,241.8998,2.3556852,3.5212667,8.231415e+08,2.3077586e+09,1.9508842,1.8482375,5.8168406,4.4925094,0.0036183645,7.720497e+06,0
112387.14,88.646866,2.0093598,3.035819,-205641.73,4.2953577,26.39613,30648.543,-10.550103,19.158049,5.4507747,8.34754,5.2669296e+08,6.2966564e+07,9.357203,6.9737997,7.218525,8.398094,0.011758417,5.3731228e+07,0
57588.484,247.58604,1.0112467,2.0498717,41497.45,0.92959267,72.299225,3615.5698,243.25298,241.84218,1.7871946,3.1940944,5.019251e+08,1.1581316e+09,1.8973325,1.8470216,5.25412,4.023822,7.908061e-05,3.0964812e+06,1
49433.605,255.62868,1.2366954,2.2327662,1259.2617,1.5945697,41.598515,16635.688,231.76645,223.79744,1.8098847,4.165631,3.167607e+08,6.4586086e+08,2.5330882,2.4105263,4.5404487,4.351189,0.0016857517,2.6159954e+07,0
103965.83,236.9303,2.0694468,3.053378,-49633.05,7.4623427,-3.0443532,260448.39,-10.743325,-11.872544,5.085034,2.4670231,1.672607e+07,-4.4723036e+07,13.905504,6.169886,2.4497058,2.359791,0.0032170175,2.372935e+08,0
121354.914,261.67383,0.984319,2.0319338,122521.63,0.8355413,55.542446,1639.3356,243.2577,241.89478,2.1203854,2.5072682,7.307794e+08,1.4439058e+09,2.3586602,1.8992796,4.3362794,3.4629695,-0.002854224,4.200721e+06,0
85738.56,255.15253,2.0777366,3.0189233,33160.887,1.7325349,-8.247501,256479.0,-10.740304,-11.840692,1.4863394,4.8423586,-1.0053127e+08,-1.434097e+08,1.3071574,2.1708183,4.1852217,5.0033054,0.004313899,2.2851533e+08,1
61964.383,262.4047,2.0595849,3.041618,23612.2,1.9806628,-22.454151,124498.38,-10.738168,-11.811929,2.1833863,5.2419314,-8.0173064e+07,-8.391587e+07,2.3773289,2.23076,3.4143364,4.0341763,-0.0003517995,9.875128e+07,1
77804.07,253.26514,2.037889,3.0590208,-107371.43,3.8030858,-6.1253543,254678.92,-10.743325,-11.872544,2.8844361,11.036154,9.19423e+06,-8.507741e+06,2.9727795,3.805554,10.305747,9.884875,-0.003657393,2.1479946e+08,1
111786.336,254.22299,1.2234293,2.4181805,-64971.8,1.3143578,51.167515,64410.94,169.13986,185.85869,2.0344772,6.5585604,5.6359904e+08,2.0317846e+08,4.3390923,2.4281116,7.0789065,6.434454,-0.0017255525,2.6785734e+07,0
59378.8,254.44879,2.0247264,3.0045092,-34775.176,1.9616306,-3.8042638,131413.61,-10.210145,-10.287042,2.1995823,5.026442,1.3006198e+07,-3.3873756e+07,2.527042,1.6849155,4.45469,4.759823,-0.0024473628,9.081442e+07,1
41901.57,205.7708,2.1941106,3.0138803,-164113.23,3.5095391,25.78748,260112.08,-10.743325,-11.872544,2.5706413,11.83591,2.7814902e+07,-9.479894e+07,13.913634,3.9455812,10.53807,10.142302,0.0006548484,2.5007485e+08,1
55150.477,234.77388,2.0814128,3.026417,-48143.176,1.0910146,-8.23592,260806.23,-10.743325,-11.872544,-0.18572223,0.8148692,3.52927e+06,-5.544029e+06,3.4451602,0.5113917,1.031386,1.1677631,0.007844032,2.6143349e+08,1
60023.96,260.20834,0.98497725,2.081153,-22547.55,1.0399358,58.288754,7398.89,243.25777,241.89388,1.8923968,3.0795877,1.1289089e+09,7.611285e+08,2.5520453,1.5458798,4.9687,3.9264839,-0.0013790483,-7.817815e+06,0
65682.266,257.46384,2.0711212,3.0361984,-19505.8,1.0351071,-18.402882,113250.04,-10.74331,-11.872407,0.7052947,0.4935754,-7.811924e+07,-1.0716342e+08,0.8599414,0.9993177,0.39443937,0.57992494,-0.0011142622,5.9923664e+07,1
51727.67,244.08379,2.047314,3.0496454,-76899.12,2.5727403,-21.50858,227160.98,-10.743325,-11.872544,1.3247672,4.7075973,-4.1836876e+07,-1.3818717e+07,5.5766563,2.4696155,4.6664443,4.44815,0.003337824,1.1918069e+08,1
86593.625,251.27626,2.06174,3.055099,21081.012,1.0089407,-4.551578,113063.17,-10.682427,-11.629846,1.5796276,9.329054,-6.141326e+07,-6.2178396e+07,2.722042,1.4050016,8.459768,8.184369,-0.005111642,8.262379e+07,1
58842.15,259.51166,1.0704815,2.1206398,10984.012,0.8054672,57.53526,5135.359,243.258,241.8998,1.4293894,1.4214171,2.28227e+09,1.5494636e+09,0.96430725,2.3567054,2.2825444,2.4880955,-0.00036754445,7.731053e+06,0
121902.59,243.29407,2.06686,3.0961034,-140248.61,7.9786525,-7.9338107,230651.52,-10.743325,-11.872544,7.222191,0.6511348,-4.684366e+07,-8.262109e+07,14.455717,7.457589,1.6556336,1.6010598,0.011767498,1.1198622e+08,0
138236.7,259.12512,2.0844483,3.1499903,-135104.73,9.69091,10.572247,53642.707,-10.743325,-11.872544,8.686424,19.68565,-7.977959e+07,-2.5530524e+07,8.910821,5.836051,20.009413,19.855862,0.0016991274,1.1977225e+07,0
136828.77,251.28302,2.1117203,3.0403123,-88482.12,0.66813785,-7.6584964,122703.695,-10.743325,-11.872544,0.39891255,0.8477581,-3.312577e+07,-5.7340252e+07,2.4174562,0.40864614,0.4491841,0.73002756,-0.0040500425,4.0045056e+07,1
137019.69,250.24341,2.089498,2.9873722,-138892.86,2.6788518,2.9031718,62261.37,-10.743325,-11.872544,2.3706522,4.139837,-7.918561e+07,-1.5331472e+08,7.1939654,3.461306,3.2948105,3.0821521,0.0014168975,1.8552834e+07,0
49401.727,251.20007,2.136748,3.0182188,-61491.99,1.7949967,-10.790943,103802.664,-10.743325,-11.872544,1.678583,6.688788,-4.939982e+07,-8.692304e+07,2.743504,2.0325966,4.5635433,4.3413982,-0.0027080325,9.339056e+07,1
137675.22,140.69084,1.0192615,1.9016331,28296.387,1.5593684,87.36147,-12154.25,243.25797,241.89938,2.385569,1.4541973,4.9596397e+08,9.862822e+08,1.4550303,2.8895712,1.3984872,1.4526304,-0.0070923623,6.502989e+06,0
124421.8,251.9419,2.0189242,3.042553,-56347.55,3.5603216,1.2887005,253381.61,-10.743325,-11.872544,2.3022056,8.718049,3.580918e+06,-9.851856e+07,2.9766264,3.517485,7.362171,7.665817,-0.003960859,2.0183515e+08,1
37248.13,76.607285,0.395375,2.2502158,762786.1,2.423043,112.3564,5851.437,243.258,241.8998,1.7536162,3.2365634,-1.22574984e+08,1.2250152e+09,0.5266132,5.529137,5.311033,4.4693613,0.004787544,-3.5281348e+06,0
66666.15,253.99333,1.9881121,3.0056686,-10286.613,2.65029,-0.6507832,108976.08,-9.373376,-8.377633,2.6977742,6.7040405,-8.300609e+07,1.0026659e+08,3.1929486,2.1932359,7.126451,6.407569,0.0014442281,6.961842e+07,1
126017.42,256.3348,2.0833762,3.0241811,21421.262,2.0672107,-12.105045,120144.88,-10.743295,-11.872346,1.4045528,4.1556683,-1.037922e+08,-8.407792e+07,1.8320998,2.1546211,3.3716013,4.0814285,-0.0025952735,8.537616e+07,1
98409.53,251.89153,2.021963,3.046758,-37379.24,1.0563197,-7.169803,108196.31,-10.743325,-11.872544,0.5302173,1.8043436,-4.936494e+07,-8.258768e+07,1.5490278,1.0530801,1.7809621,2.3114116,-0.0026742273,3.7248784e+07,1
94245.31,248.23174,2.0930355,3.0269582,-90705.18,2.4306214,5.147801,40989.008,-10.743325,-11.872544,2.7655356,6.1768913,1.9907446e+07,-7.957347e+07,5.2763824,3.204192,5.234291,5.297001,-0.004536735,8.788229e+06,0
69276.87,259.47733,1.0189031,2.0341516,57058.574,0.9737802,58.380978,1991.445,243.25642,241.88377,1.9418715,2.3032324,5.511978e+08,1.2563363e+09,2.1537251,1.6524525,3.3575914,2.5770304,0.00082494423,5.774993e+06,0
54696.66,257.4229,1.1286929,2.1579597,-48683.613,1.5459492,45.432102,10111.266,239.62402,235.53781,2.2782643,6.511655,8.0023736e+07,6.086754e+08,2.5549402,2.1109338,7.1705155,6.615432,-0.00057746086,5.624785e+06,0
